CharacterID,CharacterName,CharacterRealName,CharacterPicture,CharacterPowers,CharacterBiography,CharacterWeaknesses,ComicID
388,"John 'J.' Jonah Jameson, Jr. (Marvel)",,388_20060504073417_char.jpg,,"The step-son of an abusive veteran, Jameson began his journalism career as a paperboy, then copy boy for the Daily Bugle, formerly edited by old man Jameson, whom some presume to have been his father. A sullen and bullying student, he quit school after becoming a reporter. At twenty he uncovered police corruption by supposed department hero Sam Kenner; beaten and bombed, Jameson nonetheless exposed Kenner with the help of Bugle owner William Goodman. He became a full-time Bugle reporter, including a stint as a war correspondent, criticizing most costumed heroes as glory-seeking vigilantes upstaging the common man. Marrying his high school sweetheart Joan, Jameson rose to editor-in-chief and became renowned for supporting civil rights and opposing organized crime. When Goodman's heirs put the Bugle up for sale, Jameson tapped his last dollar and made the newspaper his own. He worked hard to support his wife and their son John, eventually becoming a millionaire member in New York's elite Century Club; although earning a reputation as a notorious miser, he supported many charities and often helped employees in true need. Still a reporter at heart, he ventured to Korea for a story but was crushed when Joan was killed by a masked gunman in his absence; this and other self-perceived failures contributed to his distrust of masked heroes and the heroic ideal. In recent years, when the superhuman performer Spider-Man became a crimefighter, Jameson vowed to expose him as a publicity-seeking scofflaw, and not even the rescue of John from a space flight disaster dissuaded him. He relied on photos from Peter Parker, not knowing he was employing Spider-Man himself. Jameson heralded the Spacemen as superior heroes, but this gambit failed when Spider-Man exposed them as criminals; support for Mysterio yielded similar results. Despite his many achievements, Jameson's harsh self-analysis weighed upon him, for his hatred of Spider-Man was motivated by fear that he was indeed the selfless hero Jameson could never be. Jameson hired Dr. Farley Stillwell to mutate investigator Mac Gargan into the Scorpion to defeat Spider-Man, but the debacle left Stillwell dead and the insane Scorpion hating Jameson. Plagued by guilt, the publisher confessed his actions to his friend Norman Osborn. Scientist Spencer Smythe soon offered Jameson the first of many Spider-Slayer robots, with which he battled Spider-Man to a standstill before the web-slinger escaped. Jameson rallied New York against the Kingpin's crime wave; abducted for his insolence, he remained defiant before being rescued by Spider-Man. Months later, Osborn, the Green Goblin, seemingly died in battle with Spider-Man; Jameson suspected Spider-Man of outright murder, hiring Luke Cage to bring the wall-crawler in, but desisted when John became the Man-Wolf. Jameson's obsession paled before concern for his son, but his own safety became an issue when he was attacked by the Grizzly, a violent wrestler he had blacklisted a decade before. Spider-Man rescued Jameson but chided him for the grudge; in response, Jameson hired Daniel Berkhart to harass Spider-Man as Mysterio's supposed ghost. When this failed, he contracted Farley Stillwell's brother Harlan to mutate a new operative, but fugitive Rick Deacon usurped the process and became the criminal Fly, killing Stillwell and becoming an enemy of Spider-Man and Jameson alike. Jameson mysteriously received photos depicting Spider-Man with the body of Peter Parker; the photos, sent by Osborn's drug-maddened son Harry, were actually of a clone. Jonah nevertheless kept them quiet but stepped up his traditional campaigns. He approached Dr. Marla Madison to construct her own Spider-Slayer but met no better success. Finally confronting Parker, whom he imagined had been slain and replaced by Spider-Man, Jameson believed his story of faked photography. His relationship with Madison turned romantic, and he proved his principles anew by denouncing the terrorists of the People's Liberation Front. The PLF responded by hiring the Hitman, but even in the face of death Jameson ridiculed his abductors, who were defeated by Spider-Man and the Punisher. Meanwhile, Smythe, whose obsession had outgrown even Jameson's, learned he was dying and resolved to take Jameson and Spider-Man with him to the grave. He mesmerized the Man-Wolf into abducting Jameson and fighting Spider-Man; Jameson believed John dead when he saw his son teleported away. Smythe suddenly shackled Jonah and Spider-Man with a bomb, dying afterward. Jameson broke down, admitting his obsession had harmed him far more than its subject, but Spider-Man deactivated the bomb, leaving Jameson devastated at his confession. Scientist Jonas Harrow targeted Jonah, driving him mad, but his tenacity challenged even Harrow, and after being rescued by Spider-Man, Jameson was soon his typically paranoid self. Months later, John resurfaced alive, barely remembering his extradimensional adventures, and Jameson was overjoyed with his son's cure. Longtime colleague Ian Fate resurfaced as a sorcerer in the company of the monstrous Man-Thing; naively expecting Jameson to help reshape the world, Fate lashed out when refused, but while Spider-Man fought the Man-Thing, Jameson calmed Fate and set him on a more peaceful path. Jameson himself returned to basics by investigating waterfront extortion, interrogating no less than the Kingpin and risking his life to uncover the perpetrators, albeit with unexpected assistance from Spider-Man. Perhaps in unconscious gratitude, Jameson's subsequent scheme to discredit Spider-Man with impostors proved half-hearted at best. The Hobgoblin, secretly Jameson's Century Club crony Roderick Kingsley, learned Osborn's secrets and tried to blackmail Jameson over the Scorpion's mutation. Spider-Man ended this scheme, but the conscience-stricken Jameson publicly revealed his guilt anyway, then married Marla Madison. Soon afterward, he hired the alleged mutant hunters X-Factor and the mercenary Wild Pack to bring in Spider-Man but, more at peace than he had been in years, he seemed content to restrict his castigations to the printed page. However, his vendetta literally took new form when the Chameleon imprisoned and impersonated him, bringing anti-Spider-Man sentiments to new heights. Inevitably rescued by Spider-Man, he found a new crisis awaiting him, for Thomas Fireheart, secretly the mercenary Puma, acquired the Bugle to build up Spider-Man's reputation. Jameson sought solace in his lifelong convictions, denigrating neo-Nazi Eric Hartmann in print; when Hartmann's forces invaded the Bugle, for once Jameson played the rescuer when he downed Hartmann before the madman could shoot the intervening Spider-Man. Fireheart eventually returned the Bugle to Jameson, but his control was wrested away by Norman Osborn, alive after all, but Jameson nonetheless investigated the mutant-hunting Operation: Zero Tolerance. Hoping to placate the publisher, the android-human Bastion offered him the outlaw X-Men's secrets, but Jameson refused, as his distaste for prejudice outweighed even his dislike of costumed heroes. The X-Men defeated Bastion, but Jameson was scarcely short of enemies when Osborn hired Daniel Berkhart, who had joined Mysterio's cousin Maguire Beck in the identity of Mad Jack, to force Jameson to sell the Bugle. Soon afterward, when Venom was ordered to put a scare into him, the madman mistook his instructions for a kill order, and even Jameson winced at the beating Spider-Man took in his defense. Jameson regained the Bugle when Osborn went mad in a mystic ritual, which also empowered teenager Mattie Franklin, who became a new Spider-Woman and was, ironically, entrusted to the care of the Jamesons. A different legacy hounded Jameson as Spencer Smythe's even madder son Alistair threatened Jameson's family before receiving his latest defeat. Berkhart and Beck, now Mysterio and Mad Jack, abducted Jameson but were outwitted by Spider-Man and Daredevil. Unencumbered by gratitude, he sought to capitalize on the revelation of Daredevil's secret identity but was undercut when reporter Ben Urich refused to participate. Jameson hired superhuman investigator Jessica Jones to break a similar story on Spider-Man, but Jones merely put his money to work for charity, making her later rescue of Mattie from drug dealers all the more biting. Even Jameson began to face his vendetta's futility, and his invective grew sparse. After fresh humiliation in a libel trial, he agreed to a new Bugle feature with a theoretically objective focus on super heroes, co-managed by Urich and Jones, but he was stunned by seeming proof that his son John had, inexplicably, been Spider-Man all along. Jameson's hatred of Spider-Man can only intensify when he inevitably learns the truth. Resigned from being a mayor in Superior Spider-Man #31.",,0
390,"Vision (Marvel)(02 - Synthozoid)",,390_20060314171549_char.jpg,"Can change his density.  He can be intangible or as hard a diamond.","None entered.",,0
408,"Hawk (DC)(01 - Hank Hall)","Henry 'Hank' Hall",408_20070801232544_char.jpg,,"None entered.",,0
409,"Aqualad (01 - Garth)",Garth,409_20061113142941_char.jpg,,"None entered.",,0
440,"Doctor Fate (DC)(07 - Hector Hall)","Hector Sanders Hall",440_20070213185820_char.jpg,,"None entered.",,0
449,"Oracle (DC)(02 - Barbara Gordon)","Barbara Gordon",449_20070204194639_char.jpg,,"The reinvention of Barbara Gordon following the Joker's debilitating attack which ended her career as Batgirl.  Initially a member of the Suicide Squad, she continues to use her detective skills learned from her time as Batgirl (and, one assumes, from her \"day job\"" as a librarian).  From the confines of her wheelchair",,0
467,"Damage (DC)","Grant Emerson",467_20061218232826_char.jpg,,"None entered.",,0
478,"Poison Ivy (DC)(Pamela Isley)","Pamela Lillian Isley",478_20070303090432_char.jpg,,"Poison Ivy (Dr. Pamela Lillian Isley) is a fictional character, a DC Comics supervillainess who is primarily an enemy of Batman. Created by Robert Kanigher and Sheldon Moldoff, she first appeared in Batman #181 (June 1966).[1] Poison Ivy is depicted as one of the world's most prominent eco-terrorists. She is obsessed with plants, botany, and environmentalism. She uses toxins from plants and mind controlling pheromones for her criminal activities, which are usually aimed at protecting the natural environment. Fellow villain Harley Quinn became her recurring partner-in-crime and possibly her only human friend. She has proven to be one of Batman's more powerful foes, being one of the few members of his Rogues Gallery to display anything close to superpowers. Pamela Isley a.k.a. Poison Ivy has been portrayed as a love interest for Batman in some comics. In one comic, Ivy was robbing a charity gala Bruce Wayne was attending. Ivy's first kiss was poison, the second its antidote. When they first meet, Ivy's toxic lips planted a seed of toxic rapture in Bruce. But when she later kissed a dying Dark Knight, Ivy unknowingly cured her intended victim and established a budding romantic tension between them. Creator Robert Kanigher modeled Poison Ivy after Bettie Page, giving her the same haircut and Southern drawl as Page. In her first appearances in 1966, no origin was developed; she was merely a temptress. When she first arrived in Gotham City, her costume was a one-piece, strapless green bathing suit, covered with leaves. Leaves also formed her bracelets, necklace and crown. She wore green high heels and yellow-green nylon stockings with leaves painted on them. These particulars changed somewhat when she re-appeared. Poison Ivy was promoted after the rise of feminism pointed out the need for a greater number of more independent female villains in the series. She was also used to replace the increasingly sympathetic Catwoman as a clearly antagonistic female supervillain foil for Batman, and then made further appearances in the Batman comic book series and in Suicide Squad. The second, retconned origin story provided for her by Neil Gaiman in the late 1980s linked her to Swamp Thing and his original Black Orchid as a human-plant hybrid. She has since appeared in starring roles in Gotham City Sirens and Birds of Prey. In the 1997 film, Batman & Robin, she was portrayed by Uma Thurman. Poison Ivy has been featured in the television series, Batman: The Animated Series and The Batman, brought to life by voice actresses Diane Pershing and Piera Coppola respectively. She is significantly younger on The Batman than in any of her other incarnations – a teenager in fact, who nevertheless proves to be one of the most powerful criminals in the world. IGN's list of the Top 100 Comic Book Villains of All Time ranked Poison Ivy as #64.[2] She was ranked 21st in Comics Buyer's Guide's \"100 Sexiest Women in Comics\"" list.[3] from Wikipedia http://en.wikipedia.org/wiki/Poison_Ivy_(comics)"",,0
479,"Killer Croc (DC)","Waylon Jones",479_20070823222817_char.jpg,,"None entered.",,0
480,"Talia al Ghul (DC)",,1/22/480_20051203103259_char.jpg,,"Talia was the younger daughter of Ra's al Ghul, considered heir to his empire despite her independent streak. She entered Batman's life when he rescued her from Dr. Ebenezer Darkk, who had recently split from Ra's League of Assassins. After her rescue, she shot and killed the man who had affronted her father. Batman's arrival caught her attention, and after telling the Demon's Head of this heroic figure, began a relationship that mixed passion with betrayal, love with deceit, and left the Dark Knight with a son. The entire Dr. Darkk incident was considered a test for Batman, gauging his suitability to assume control of the league and run Ra's operation. Ra's had Robin kidnapped, then introduced himself to Batman in the Batcave, noting that his own daughter was kidnapped in the same way. Batman's investigation and rescue of the pair convinced Ra's that Batman was a suitable heir, but the Dark Knight rejected the offer of Talia and Ra's business. From the beginning, Talia found herself drawn to Batman despite their differing views of the world. His outright rejection of her father's offer, and subsequent efforts to dismantle the league, only seemed to encourage her own independence. When Batman and Ra's dueled in the desert, he was struck by a scorpion; as he lay dying under the blazing sun, she slipped him the antidote. Little has been recorded about her early years or even who her mother was. She was clearly well educated in the arts and sciences in addition to being trained in weaponry and martial arts. She never knew her older half sister, Nyssa Raatko, and seemed to have been raised in isolation, under a's watchful eye. Her mother, of mixed Asian and Arabic descent, met the Demon's Head at the Woodstock Festival in 1969. One account indicated that the woman's name was Melisande, and that she was killed by one of Ra's servants, Qayin. Another account left the woman nameless and said she died from a drug overdose. Over the next several years Talia would turn up in Batman's life as ally or opponent, as the situation dictated. He continued to acknowledge but resist the attraction between them. At one point Ra's ga sed Batman, and when he awoke the Dark Knight discovered that Ra's had performed a marriage ceremony for him and Talia. The marriage remained unconsummated at that point: The Caped Crusader escaped and refused to acknowledge the bond. At some later point they did finally admit their attraction and love, which resulted in another ceremony, followed by the birth of their son, Damian. However, he continued to reject Talia so Ra's had her betrothed, instead, to Bane. She rejected the international brute, and after Batman defeated him, Ra's agreed that he was unworthy of his \"only\"" daughter. Talia remained affectionate toward her \""detective\"" but gave up on thoughts of a life together. Instead",,0
